path,description
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/ADDRESS/DeliveryPointBarCodeCheckValue, A check digit calculated using the MOD 10 method on the total of all 10 digits that make up the bar code for use in the Delivery Point Bar Code(DPBC).
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/ADDRESS/DeliveryPointBarCodeValue, A code maintained by the USPS representing a delivery point (DP) which is a single mailbox or other place at which mail is delivered.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/ADDRESS/HighwayContractRouteIdentifier, A unique alphanumeric string identifying the highway contract route for the delivery of mail.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/ADDRESS/MailStopCode, Uniquely identifies an individual or office within a private company for the purposes of internal mail distribution. USPS calls this a MailStop Code (MSC).
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/ADDRESS/PlusFourZipCode, This is the additional four digits in the code
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/ADDRESS/PostalCode, The postal code (ZIP Code in the US) for the address. ZIP Code may be either 5 or 9 digits. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/ADDRESS/PostOfficeBoxIdentifier, The identifier of the locked box located in the post office lobby or other authorized place that customers may rent for delivery of mail.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/ADDRESS/RuralRouteBoxIdentifier, A unique alphanumeric string identifying the box located on a rural route for the delivery of mail.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/ADDRESS/RuralRouteIdentifier, A unique alphanumeric string identifying the rural route for the delivery of mail.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/ADDRESS/StateCode, The two-character representation of the US state US Territory Canadian Province Military APO FPO or Territory.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/ADDRESS/StateName, The name of the US state US Territory Canadian Province Military APO FPO or Territory.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/ADDRESS/StreetName, The official name of a street assigned by a local governing authority.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/ADDRESS/StreetPostDirectionalText, The directional symbol that represents the sector of a city where a street address is located. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/ADDRESS/StreetPreDirectionalText, The street vector or the direction the street has taken from some arbitrary starting point. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/ADDRESS/StreetPrimaryNumberText, The number assigned to a building or land parcel along the street to identify location and ensure accurate mail delivery
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/ADDRESS/StreetSuffixText, The trailing designator in a street address or the appropriate abbreviation.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/ADDRESS/EXTENSION/MISMO/Any Element, The "any element" wildcard is a placeholder that can be replaced by an arbitrary element.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/ADDRESS/EXTENSION/OTHER/Any Element, The "any element" wildcard is a placeholder that can be replaced by an arbitrary element. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/ADDRESS/@SequenceNumber, An integer value used to provide an order to multi-instance sibling elements. The value must be unique for each sibling element.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/ADDRESS/@Any Attribute, The "any attribute" wildcard is a placeholder that can be replaced by one or more arbitrary attributes. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/BUILDING_PERMITS, Information regarding one or more types of permits.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/BUILDING_PERMITS/BUILDING_PERMIT/BuildingPermitLevelType, Indicates the level or classification of the instance of the Building Permit Work Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/BUILDING_PERMITS/BUILDING_PERMIT/BuildingPermitLevelTypeOtherDescription, A free-form text field used to describe the permit classification if Other is selected as the Building Permit Level Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/BUILDING_PERMITS/BUILDING_PERMIT/BuildingPermitProposedUseDescription, Commentary about the building permit proposed usage provided by the permitting authority and is not categorical in nature.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/BUILDING_PERMITS/BUILDING_PERMIT/BuildingPermitReferenceIdentifier, The identifier used by the permitting authority to designate this instance of a permit. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/BUILDING_PERMITS/BUILDING_PERMIT/BuildingPermitStatusDate, The date corresponding to the status of the permit as indicated in the Permit Status Type as assigned by the authority for this permit.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/BUILDING_PERMITS/BUILDING_PERMIT/BuildingPermitStatusDescription, Commentary about the building permit status provided by the permitting authority and is not categorical in nature.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/BUILDING_PERMITS/BUILDING_PERMIT/BuildingPermitStatusType, The current status for this permit.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/BUILDING_PERMITS/BUILDING_PERMIT/BuildingPermitStatusTypeOtherDescription, A free-form text field used to describe the permit status if Other is selected as the Building Permit Status Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/BUILDING_PERMITS/BUILDING_PERMIT/BuildingPermitTradeDescription, Commentary about the building permit trade provided by the permitting authority and is not categorical in nature.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/BUILDING_PERMITS/BUILDING_PERMIT/BuildingPermitUsageStandardDescription, Commentary about the building usage permit provided by the permitting authority and is not categorical in nature.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/BUILDING_PERMITS/BUILDING_PERMIT/BuildingPermitUsageStandardType, The usage standard designation assigned by the permitting authority for this permit.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/BUILDING_PERMITS/BUILDING_PERMIT/BuildingPermitUsageStandardTypeOtherDescription, A free-form text field used to describe the permit usage standard type if Other is selected as the Building Permit Usage Standard Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/BUILDING_PERMITS/BUILDING_PERMIT/BuildingPermitWorkPurposeDescription, Commentary about the building work purpose provided by the permitting authority and is not categorical in nature.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/BUILDING_PERMITS/BUILDING_PERMIT/BuildingPermitWorkPurposeType, The class of work related to the current structure(s) (if any) on the property for this permit.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/BUILDING_PERMITS/BUILDING_PERMIT/BuildingPermitWorkPurposeTypeOtherDescription, A free-form text field used to describe the permit work class if Other is selected as the Building Permit Work Purpose Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/BUILDING_PERMITS/BUILDING_PERMIT/BuildingPermitWorkType, The primary type of trade work permissions on this permit and is directly related to the type of inspection for the component of the structure that would be required by the respective jurisdictional building code and conducted by the local permitting authority.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/BUILDING_PERMITS/BUILDING_PERMIT/BuildingPermitWorkTypeOtherDescription, A free-form text field used to describe the permitted work type if Other is selected as the Building Permit Work Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/BUILDING_PERMITS/BUILDING_PERMIT/EXTENSION/MISMO/Any Element, The "any element" wildcard is a placeholder that can be replaced by an arbitrary element.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/BUILDING_PERMITS/BUILDING_PERMIT/@Any Attribute, The "any attribute" wildcard is a placeholder that can be replaced by one or more arbitrary attributes.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/CERTIFICATES/CERTIFICATE/CertificateApplicationDate, The date of the certificate application as recorded by the local authority.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/CERTIFICATES/CERTIFICATE/CertificateAuthorityType, The type of authority which issued the permission for the property.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/CERTIFICATES/CERTIFICATE/CertificateAuthorityTypeOtherDescription, A free-form text field used to describe the status of a given certificate issued by a local authority if Other is selected as the Certificate Authority Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/CERTIFICATES/CERTIFICATE/CertificateExpirationDate, The date of the certificate expiration as recorded by the local authority.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/CERTIFICATES/CERTIFICATE/CertificateIssuedDate, The date of the certificate issuance as recorded by the local authority.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/CERTIFICATES/CERTIFICATE/CertificateStatusDate, The date corresponding to the status of the certificate as indicated in the Certificate Status Type as assigned by the authority for this permit.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/CERTIFICATES/CERTIFICATE/CertificateStatusType, The status for the certificate.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/CERTIFICATES/CERTIFICATE/CertificateStatusTypeOtherDescription, A free-form text field used to describe the status of a given certificate issued by a local authority if Other is selected as the Certificate Status Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/CERTIFICATES/CERTIFICATE/CertificateType, The type of certificate issued by a local authority for the property.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/CERTIFICATES/CERTIFICATE/CertificateTypeOtherDescription, A free-form text field used to describe the certificate if Other is selected as the Certificate Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/COMPARABLE_ADJUSTMENTS/COMPARABLE_ADJUSTMENT/ComparableAdjustmentAmount, The dollar amount of the adjustment applied to the price for the property feature identified by the Comparable Adjustment Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/COMPARABLE_ADJUSTMENTS/COMPARABLE_ADJUSTMENT/ComparableAdjustmentDescription, A free-form text field used to further describe a property feature which is identified in the Comparable Adjustment Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/COMPARABLE_ADJUSTMENTS/COMPARABLE_ADJUSTMENT/ComparableAdjustmentType, Specifies the type of price adjustment that is made when comparing to sales and listings to value a property.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/COMPARABLE_ADJUSTMENTS/COMPARABLE_ADJUSTMENT/ComparableAdjustmentTypeOtherDescription, A free-form text field used to capture additional information when other is selected for Comparable Price Adjustment Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/COMPARABLE_ADJUSTMENTS/COMPARABLE_ADJUSTMENT/SalesComparisonUnitOfMeasureDescription, Specifies the unit of measure used in the Sales Comparison approach when comparing vacant land properties.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/COMPARABLE_DETAIL/AdjustedSalesPriceAmount, The sales price of a property after it has been adjusted during the application of the Sales Comparison approach for property valuation.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/COMPARABLE_DETAIL/AdjustedSalesPricePerBedroomAmount, The dollar value of a bedroom determined by dividing the adjusted sales price by the number of bedrooms in a property.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/COMPARABLE_DETAIL/AdjustedSalesPricePerRoomAmount, The dollar value of a room determined by dividing the adjusted sales price by the number of rooms in a property.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/COMPARABLE_DETAIL/AdjustedSalesPricePerUnitAmount, The dollar value of a living unit determined by dividing the adjusted sales price by the number of living units in a multi-unit property.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/COMPARABLE_DETAIL/ClosedSaleCommentDescription, Text comments about the closed sale information.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/COMPARABLE_DETAIL/ComparableIdentifier, Identifies the positional location on the appraisal form in which the comparable appears.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/COMPARABLE_DETAIL/ComparableListingCommentDescription, Text comments about the listing information.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/COMPARABLE_DETAIL/ComparablePropertyCommentDescription, A free-form text field used to describe or comment on the comparable property used in the application of the Sales Comparison approach to property valuation.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/COMPARABLE_DETAIL/ComparableSaleFurnishedIndicator, Indicates whether the comparable property is furnished.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/COMPARABLE_DETAIL/ComparableType, Indicates the status of the property as either a competitive offering comparable offering comparable active listing comparable expired listing or closed sale.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/COMPARABLE_DETAIL/ComparableTypeOtherDescription, A free-form text field used to collect additional information when Other is selected for Comparable Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/COMPARABLE_DETAIL/CompetitiveListingsCommentDescription, A free-form text field used to describe and reconcile the competitive listings used.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/COMPARABLE_DETAIL/ContractDateUnknownIndicator, Indicates if the contract date is unavailable for a settled sale.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/COMPARABLE_DETAIL/GrossMonthlyRentMultiplierPercent, Specifies the multiplier factor used in calculating the Gross Monthly Rent of a property.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/COMPARABLE_DETAIL/MLSNumberIdentifier, Identifies the record number in the local MLS from which the listing was obtained.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/COMPARABLE_DETAIL/MonthlyRentAmount, The monthly amount of rent charged for the use of a property.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/COMPARABLE_DETAIL/MortgageType, A value from a MISMO prescribed list that specifies the private or public sector entity under whose guidelines the mortgage is originated.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/COMPARABLE_DETAIL/MortgageTypeOtherDescription, A free-form text field used to collect additional information or a description of the mortgage type when Other is selected.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/COMPARABLE_DETAIL/NoFinancingTransactionIndicator, Indicates that the transaction was executed without financing.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/COMPARABLE_DETAIL/PricePerSquareFootAmount, The price in terms of dollars per square foot.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/COMPARABLE_DETAIL/ProximityToSubjectDescription, A free-form text field used to describe the proximity of a comparable property to the subject property.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/COMPARABLE_DETAIL/RentControlStatusType, Specifies the existence or likelihood of rent controls such as controls on businesses and apartment complexes.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/COMPARABLE_DETAIL/SalePriceTotalAdjustmentAmount, The dollar value of the total adjustments made to a comparable property sales price during the application of the Sales Comparison approach to determine the market value of the subject property.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/COMPARABLE_DETAIL/SalePriceTotalAdjustmentNetPercent, The percentage of the net sales price adjustments to the sales price of a property during the application of the sales comparison approach to property valuation.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/COMPARABLE_DETAIL/SalesPricePerBedroomAmount, The dollar value of a bedroom of the property determined by dividing the sales price by the total number of bedrooms in the property.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/COMPARABLE_DETAIL/SalesPricePerGrossBuildingAreaAmount, The sales price in terms of dollars per square foot of the gross building area.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/COMPARABLE_DETAIL/SalesPricePerGrossLivingAreaAmount, The sales price in terms of dollars per square foot of gross living area.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/COMPARABLE_DETAIL/SalesPricePerOwnershipShareAmount, The dollar value of one share of the property determined by dividing the sales price by the total number of property ownership shares. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/COMPARABLE_DETAIL/SalesPricePerRoomAmount, The dollar value of one room of the property determined by dividing the sales price by the total number of rooms in the property
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/COMPARABLE_DETAIL/SalesPricePerUnitAmount, The dollar value of a living unit in a multi-unit property determined by dividing the sales price by the total number of units within the property. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/COMPARABLE_DETAIL/SalesPriceToListPriceRatePercent, Specifies the ratio of the property sales price to its list price
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/COMPARABLE_DETAIL/SalesPriceTotalAdjustmentGrossPercent, The percentage of the gross sales price adjustments (i.e. sum of the absolute adjustment values) to the sales price of a property during the application of the sales comparison approach for property valuation.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/COMPARABLE_SUMMARY/SalesComparisonCurrentSalesAgreementAnalysisCommentDescription, A free-form text field used to describe or comment on the analysis of the current Sales Agreement on subject property.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/COMPARABLE_SUMMARY/SalesComparisonTotalBedroomValueAmount, The dollar value of all the bedrooms. This value is determined by multiplying the Sales Comparison Value Per Bedroom Amount by the total number of bedrooms in the subject property.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/COMPARABLE_SUMMARY/SalesComparisonTotalGrossBuildingAreaValueAmount, The dollar value of the gross building area. This value is determined by multiplying the Sales Comparison Value Per Gross Building Area Amount by the Gross Building Area Square Feet Count value of the subject property.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/COMPARABLE_SUMMARY/SalesComparisonTotalRoomValueAmount, The dollar value of all of the rooms.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/COMPARABLE_SUMMARY/SalesComparisonTotalUnitValueAmount, The dollar value of all the living units. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/COMPARABLE_SUMMARY/EXTENSION/MISMO/Any Element, The "any element" wildcard is a placeholder that can be replaced by an arbitrary element.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/RESEARCH/ComparableDataSourceDescription, A free-form text field used to describe the source of information for the comparable property.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/RESEARCH/ComparableHasPriorSalesIndicator, Indicates whether the comparable property has prior sales history.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/RESEARCH/ComparableListingsPriceRangeHighAmount, Specifies the high listing value in the range of values within the group of comparable listing properties researched.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/RESEARCH/ComparableListingsPriceRangeLowAmount, Specifies the low listing value in the range of values within the group of comparable listing properties researched.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/RESEARCH/ComparableListingsResearchedCount, Specifies the total number of comparable property listings researched.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/RESEARCH/ComparableSalesPriceRangeHighAmount, Specifies the high sale value in the range of values within the group of comparable sales researched.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/RESEARCH/ComparableSalesPriceRangeLowAmount, Specifies the low sale value in the range of values within the group of comparable sales researched.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/RESEARCH/ComparableSalesResearchedCount, Specifies the total number of comparable property sales researched.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/RESEARCH/SalesHistoryNotResearchedCommentDescription, A free-form text field used to describe or comment on why the sales or transfer history research of the subject property and comparable sales was not performed.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/RESEARCH/SalesHistoryResearchedIndicator, Indicates that the sales or transfer history research of the subject property and comparable sales was performed.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/COMPARABLE/RESEARCH/SubjectHasPriorSalesIndicator, Indicates whether the subject property has prior sales history.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/DATA_SOURCES/DATA_SOURCE/DataSourceDescription, A free-form text field used to describe the source of the information.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/DATA_SOURCES/DATA_SOURCE/DataSourceEffectiveDate, The effective date of the source of information.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/DATA_SOURCES/DATA_SOURCE/DataSourceName, The name associated with the provider or source of the data.
